verb_root_ar,verb_root_translit,verb_meaning_en,tense,person_code,pronoun_ar,pronoun_translit,arabic,translit,english,audio_path
أشوف,ashūf,To See,present,1s,أنا,ana,أشوف,ashūf,I see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_1s.mp3
أشوف,ashūf,To See,present,2sm,إنتَ,inta,تشوف,tishūf,You see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_2sm.mp3
أشوف,ashūf,To See,present,2sf,إنتِ,inti,تشوفي,tishūfi,You see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_2sf.mp3
أشوف,ashūf,To See,present,3sm,هو,huwwa,يشوف,yishūf,He sees,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_3sm.mp3
أشوف,ashūf,To See,present,3sf,هي,hiyya,تشوف,tishūf,She sees,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_3sf.mp3
أشوف,ashūf,To See,present,1p,إحنا,iḥna,نشوف,nishūf,We see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_1p.mp3
أشوف,ashūf,To See,present,2p,أنتم,antum,تشوفوا,tishūfu,You (all) see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_2p.mp3
أشوف,ashūf,To See,present,3p,هم,hum,يشوفوا,yishūfu,They see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_present_3p.mp3
أشوف,ashūf,To See,future,1s,أنا,ana,حأشوف,ḥa-ashūf,I will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_1s.mp3
أشوف,ashūf,To See,future,2sm,إنتَ,inta,حتشوف,ḥa-tishūf,You will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_2sm.mp3
أشوف,ashūf,To See,future,2sf,إنتِ,inti,حتتشوفي,ḥa-tishūfi,You will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_2sf.mp3
أشوف,ashūf,To See,future,3sm,هو,huwwa,حيشوف,ḥa-yishūf,He will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_3sm.mp3
أشوف,ashūf,To See,future,3sf,هي,hiyya,حتشوف,ḥa-tishūf,She will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_3sf.mp3
أشوف,ashūf,To See,future,1p,إحنا,iḥna,حنشوف,ḥa-nishūf,We will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_1p.mp3
أشوف,ashūf,To See,future,2p,أنتم,antum,حتتشوفوا,ḥa-tishūfu,You (all) will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_2p.mp3
أشوف,ashūf,To See,future,3p,هم,hum,حيشوفوا,ḥa-yishūfu,They will see,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashūf_future_3p.mp3
أقول,agūl,To Say / To Tell,past,1s,أنا,ana,قلت,gult,I said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_1s.mp3
أقول,agūl,To Say / To Tell,past,2sm,إنتَ,inta,قلت,gult,You said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_2sm.mp3
أقول,agūl,To Say / To Tell,past,2sf,إنتِ,inti,قلتي,gulti,You said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_2sf.mp3
أقول,agūl,To Say / To Tell,past,3sm,هو,huwwa,قال,gāl,He said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_3sm.mp3
أقول,agūl,To Say / To Tell,past,3sf,هي,hiyya,قالت,gālat,She said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_3sf.mp3
أقول,agūl,To Say / To Tell,past,1p,إحنا,iḥna,قلنا,gulna,We said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_1p.mp3
أقول,agūl,To Say / To Tell,past,2p,أنتم,antum,قلتوا,gultu,You (all) said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_2p.mp3
أقول,agūl,To Say / To Tell,past,3p,هم,hum,قالوا,gālu,They said/told,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_past_3p.mp3
أقول,agūl,To Say / To Tell,present,1s,أنا,ana,أقول,agūl,I say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_1s.mp3
أقول,agūl,To Say / To Tell,present,2sm,إنتَ,inta,تقول,tigūl,You say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_2sm.mp3
أقول,agūl,To Say / To Tell,present,2sf,إنتِ,inti,تقولي,tigūli,You say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_2sf.mp3
أقول,agūl,To Say / To Tell,present,3sm,هو,huwwa,يقول,yigūl,He says/tells,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_3sm.mp3
أقول,agūl,To Say / To Tell,present,3sf,هي,hiyya,تقول,tigūl,She says/tells,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_3sf.mp3
أقول,agūl,To Say / To Tell,present,1p,إحنا,iḥna,نقول,nigūl,We say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_1p.mp3
أقول,agūl,To Say / To Tell,present,2p,أنتم,antum,تقولوا,tigūlu,You (all) say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_2p.mp3
أقول,agūl,To Say / To Tell,present,3p,هم,hum,يقولوا,yigūlu,They say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_present_3p.mp3
أقول,agūl,To Say / To Tell,future,1s,أنا,ana,حأقول,ḥa-agūl,I will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_1s.mp3
أقول,agūl,To Say / To Tell,future,2sm,إنتَ,inta,حتقول,ḥa-tigūl,You will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_2sm.mp3
أقول,agūl,To Say / To Tell,future,2sf,إنتِ,inti,حتقولي,ḥa-tigūli,You will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_2sf.mp3
أقول,agūl,To Say / To Tell,future,3sm,هو,huwwa,حيقول,ḥa-yigūl,He will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_3sm.mp3
أقول,agūl,To Say / To Tell,future,3sf,هي,hiyya,حتقول,ḥa-tigūl,She will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_3sf.mp3
أقول,agūl,To Say / To Tell,future,1p,إحنا,iḥna,حنقول,ḥa-nigūl,We will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_1p.mp3
أقول,agūl,To Say / To Tell,future,2p,أنتم,antum,حتقولوا,ḥa-tigūlu,You (all) will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_2p.mp3
أقول,agūl,To Say / To Tell,future,3p,هم,hum,حيقولوا,ḥa-yigūlu,They will say/tell,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\agūl_future_3p.mp3
أسمع,asmaʿ,To Hear,past,1s,أنا,ana,سمعت,simiʿt,I heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_1s.mp3
أسمع,asmaʿ,To Hear,past,2sm,إنتَ,inta,سمعت,simiʿt,You heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_2sm.mp3
أسمع,asmaʿ,To Hear,past,2sf,إنتِ,inti,سمعتي,simiʿti,You heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_2sf.mp3
أسمع,asmaʿ,To Hear,past,3sm,هو,huwwa,سمع,simiʿ,He heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_3sm.mp3
أسمع,asmaʿ,To Hear,past,3sf,هي,hiyya,سمعت,simiʿat,She heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_3sf.mp3
أسمع,asmaʿ,To Hear,past,1p,إحنا,iḥna,سمعنا,simiʿna,We heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_1p.mp3
أسمع,asmaʿ,To Hear,past,2p,أنتم,antum,سمعتوا,simiʿtu,You (all) heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_2p.mp3
أسمع,asmaʿ,To Hear,past,3p,هم,hum,سمعوا,simiʿu,They heard,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_past_3p.mp3
أسمع,asmaʿ,To Hear,present,1s,أنا,ana,أسمع,asmaʿ,I hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_1s.mp3
أسمع,asmaʿ,To Hear,present,2sm,إنتَ,inta,تسمع,tismaʿ,You hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_2sm.mp3
أسمع,asmaʿ,To Hear,present,2sf,إنتِ,inti,تسمعي,tismaʿi,You hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_2sf.mp3
أسمع,asmaʿ,To Hear,present,3sm,هو,huwwa,يسمع,yismaʿ,He hears,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_3sm.mp3
أسمع,asmaʿ,To Hear,present,3sf,هي,hiyya,تسمع,tismaʿ,She hears,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_3sf.mp3
أسمع,asmaʿ,To Hear,present,1p,إحنا,iḥna,نسمع,nismaʿ,We hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_1p.mp3
أسمع,asmaʿ,To Hear,present,2p,أنتم,antum,تسمعوا,tismaʿu,You (all) hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_2p.mp3
أسمع,asmaʿ,To Hear,present,3p,هم,hum,يسمعوا,yismaʿu,They hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_present_3p.mp3
أسمع,asmaʿ,To Hear,future,1s,أنا,ana,حأسمع,ḥa-asmaʿ,I will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_1s.mp3
أسمع,asmaʿ,To Hear,future,2sm,إنتَ,inta,حتسمع,ḥa-tismaʿ,You will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_2sm.mp3
أسمع,asmaʿ,To Hear,future,2sf,إنتِ,inti,حتتسمعي,ḥa-tismaʿi,You will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_2sf.mp3
أسمع,asmaʿ,To Hear,future,3sm,هو,huwwa,حيسمع,ḥa-yismaʿ,He will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_3sm.mp3
أسمع,asmaʿ,To Hear,future,3sf,هي,hiyya,حتسمع,ḥa-tismaʿ,She will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_3sf.mp3
أسمع,asmaʿ,To Hear,future,1p,إحنا,iḥna,حنسمع,ḥa-nismaʿ,We will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_1p.mp3
أسمع,asmaʿ,To Hear,future,2p,أنتم,antum,حتتسمعوا,ḥa-tismaʿu,You (all) will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_2p.mp3
أسمع,asmaʿ,To Hear,future,3p,هم,hum,حيسمعوا,ḥa-yismaʿu,They will hear,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\asmaʿ_future_3p.mp3
أتكلم,atakallam,To Speak,past,1s,أنا,ana,تكلمت,takallamt,I spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_1s.mp3
أتكلم,atakallam,To Speak,past,2sm,إنتَ,inta,تكلمت,takallamt,You spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_2sm.mp3
أتكلم,atakallam,To Speak,past,2sf,إنتِ,inti,تكلمتي,takallamti,You spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_2sf.mp3
أتكلم,atakallam,To Speak,past,3sm,هو,huwwa,تكلم,takallam,He spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_3sm.mp3
أتكلم,atakallam,To Speak,past,3sf,هي,hiyya,تكلمت,takallamat,She spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_3sf.mp3
أتكلم,atakallam,To Speak,past,1p,إحنا,iḥna,تكلمنا,takallamna,We spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_1p.mp3
أتكلم,atakallam,To Speak,past,2p,أنتم,antum,تكلمتوا,takallamtu,You (all) spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_2p.mp3
أتكلم,atakallam,To Speak,past,3p,هم,hum,تكلموا,takallamu,They spoke,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_past_3p.mp3
أتكلم,atakallam,To Speak,present,1s,أنا,ana,أتكلم,atakallam,I speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_1s.mp3
أتكلم,atakallam,To Speak,present,2sm,إنتَ,inta,تتكلم,titkallam,You speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_2sm.mp3
أتكلم,atakallam,To Speak,present,2sf,إنتِ,inti,تتكلمي,titkallami,You speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_2sf.mp3
أتكلم,atakallam,To Speak,present,3sm,هو,huwwa,يتكلم,yitkallam,He speaks,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_3sm.mp3
أتكلم,atakallam,To Speak,present,3sf,هي,hiyya,تتكلم,titkallam,She speaks,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_3sf.mp3
أتكلم,atakallam,To Speak,present,1p,إحنا,iḥna,نتكلم,nitkallam,We speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_1p.mp3
أتكلم,atakallam,To Speak,present,2p,أنتم,antum,تتكلموا,titkallamu,You (all) speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_2p.mp3
أتكلم,atakallam,To Speak,present,3p,هم,hum,يتكلموا,yitkallamu,They speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_present_3p.mp3
أتكلم,atakallam,To Speak,future,1s,أنا,ana,حأتكلم,ḥa-atakallam,I will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_1s.mp3
أتكلم,atakallam,To Speak,future,2sm,إنتَ,inta,حتتكلم,ḥa-titkallam,You will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_2sm.mp3
أتكلم,atakallam,To Speak,future,2sf,إنتِ,inti,حتتتكلمي,ḥa-titkallami,You will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_2sf.mp3
أتكلم,atakallam,To Speak,future,3sm,هو,huwwa,حيتكلم,ḥa-yitkallam,He will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_3sm.mp3
أتكلم,atakallam,To Speak,future,3sf,هي,hiyya,حتتكلم,ḥa-titkallam,She will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_3sf.mp3
أتكلم,atakallam,To Speak,future,1p,إحنا,iḥna,حنتكلم,ḥa-nitkallam,We will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_1p.mp3
أتكلم,atakallam,To Speak,future,2p,أنتم,antum,حتتتكلموا,ḥa-titkallamu,You (all) will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_2p.mp3
أتكلم,atakallam,To Speak,future,3p,هم,hum,حيتكلموا,ḥa-yitkallamu,They will speak,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\atakallam_future_3p.mp3
أعرف,aʿrif,To Know,past,1s,أنا,ana,عرفت,ʿarift,I knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_1s.mp3
أعرف,aʿrif,To Know,past,2sm,إنتَ,inta,عرفت,ʿarift,You knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_2sm.mp3
أعرف,aʿrif,To Know,past,2sf,إنتِ,inti,عرفتي,ʿarifti,You knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_2sf.mp3
أعرف,aʿrif,To Know,past,3sm,هو,huwwa,عرف,ʿaraf,He knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_3sm.mp3
أعرف,aʿrif,To Know,past,3sf,هي,hiyya,عرفت,ʿarifat,She knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_3sf.mp3
أعرف,aʿrif,To Know,past,1p,إحنا,iḥna,عرفنا,ʿarifna,We knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_1p.mp3
أعرف,aʿrif,To Know,past,2p,أنتم,antum,عرفتوا,ʿariftu,You (all) knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_2p.mp3
أعرف,aʿrif,To Know,past,3p,هم,hum,عرفوا,ʿarifu,They knew,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_past_3p.mp3
أعرف,aʿrif,To Know,present,1s,أنا,ana,أعرف,aʿrif,I know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_1s.mp3
أعرف,aʿrif,To Know,present,2sm,إنتَ,inta,تعرف,tiʿrif,You know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_2sm.mp3
أعرف,aʿrif,To Know,present,2sf,إنتِ,inti,تعرفي,tiʿrifi,You know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_2sf.mp3
أعرف,aʿrif,To Know,present,3sm,هو,huwwa,يعرف,yiʿrif,He knows,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_3sm.mp3
أعرف,aʿrif,To Know,present,3sf,هي,hiyya,تعرف,tiʿrif,She knows,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_3sf.mp3
أعرف,aʿrif,To Know,present,1p,إحنا,iḥna,نعرف,niʿrif,We know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_1p.mp3
أعرف,aʿrif,To Know,present,2p,أنتم,antum,تعرفوا,tiʿrifu,You (all) know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_2p.mp3
أعرف,aʿrif,To Know,present,3p,هم,hum,يعرفوا,yiʿrifu,They know,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aʿrif_present_3p.mp3
